Author_id,Name,Fname,Lname
A12781,John Mclean,John,Mclean
A12782,T.e. Lawrence,,
A12783,Charles P. Curtis Jr.,,
A12784,Ferris Greenslet,Ferris,Greenslet
A12785,Maria Beesing,Maria,Beesing
A12786,Robert J. Nogosek,,
A12787,Patrick H. O'Leary,,
A12788,Pierre-ambrois-francois Choderlos De Laclos,Pierre-ambrois-francois,Laclos
A12789,Richar,Richar,
A12790,Michael Allen Dymmoch,Michael,Dymmoch
A12791,Louise Taylor,Louise,Taylor
A12792,Barbara E. Cohen,,
A12793,Patricia Ingham,Patricia,Ingham
A12794,Mandelbaum,Mandelbaum,
A12795,Robert M. Quackenbush,,
A12796,Sarah Graves,Sarah,Graves
A12797,A.a. Milne,,
A12798,Andrew Glass,Andrew,Glass
A12799,Janet Frank,Janet,Frank
A12800,Jeff Abbott,Jeff,Abbott
A12801,George Downing,George,Downing
A12802,Kathleen Keating,Kathleen,Keating
A12803,Mimi Noland,Mimi,Noland
A12804,Evelyn E. Smith,,
A12805,James Fox,James,Fox
A12806,Jan Lynette Dargatz,Jan,Dargatz
A12807,Raymond Lamont-brown,Raymond,Lamont-brown
A12808,Connie Fedderson,Connie,Fedderson
A12809,Ross Thomas,Ross,Thomas
A12810,Shelley Freydont,Shelley,Freydont
A12811,Lesilie Meier,Lesilie,Meier
A12812,Howard Pyle,Howard,Pyle
A12813,Adapted Version By Alexa Villanueva,Adapted,Villanueva
A12814,Harriet Lerner,Harriet,Lerner
A12815,Suzette Tyler,Suzette,Tyler
A12816,Stephen Hickman,Stephen,Hickman
A12817,Fran Lebowitz,Fran,Lebowitz
A12818,Leo Buscaglia,Leo,Buscaglia
A12819,Kate Klise,Kate,Klise
A12820,M. Sarah Klise,,
A12821,Emily Brightwell,Emily,Brightwell
A12822,Christine Breen,Christine,Breen
A12823,Louis B. Wright,,
A12824,Virginia A. La,,
A12825,Woodward,Woodward,
A12826,Aline Romanos,Aline,Romanos
A12827,Ronni Eisenberg,Ronni,Eisenberg
A12828,Kate Kelly,Kate,Kelly
A12829,Carol Gilligan,Carol,Gilligan
A12830,Peter Russell,Peter,Russell
A12831,Bob Rosner,Bob,Rosner
A12832,Les Rhodes,Les,Rhodes
A12833,Jeremy Leggatt,Jeremy,Leggatt
A12834,Dorothy L Sayers,Dorothy,Sayers
A12835,Terry Cole-whittaker,Terry,Cole-whittaker
A12836,Jessica Mitford,Jessica,Mitford
A12837,Baroness Orczy,Baroness,Orczy
A12838,Deborah Adams,Deborah,Adams
A12839,Michelle Kwan,Michelle,Kwan
A12840,Laura M. James,,
A12841,Jacqueline Girdner,Jacqueline,Girdner
A12842,Ellen Fein,Ellen,Fein
A12843,Sherrie Schneider,Sherrie,Schneider
A12844,Lou Jane Temple,Lou,Temple
A12845,John Hockenberry,John,Hockenberry
A12846,Sheldon Rubin,Sheldon,Rubin
A12847,Laurien Berenson,Laurien,Berenson
A12848,Arlene Matthews,Arlene,Matthews
A12849,Nadine Mockler,Nadine,Mockler
A12850,Frances Gray Patton,Frances,Patton
A12851,Emmuska Orczy,Emmuska,Orczy
A12852,Mildred A. Wirt,,
A12853,Russell H. Tandy,,
A12854,Allen Mandelbaum,Allen,Mandelbaum
A12855,Diane M Stortz,Diane,Stortz
A12856,Nancy Lee Teaff M.d.,,
A12857,Kim Wright Wiley,Kim,Wiley
A12858,Downing,Downing,
A12859,Chuck Slack,Chuck,Slack
A12860,Carla Jablonski,Carla,Jablonski
A12861,Donald M. Silver,,
A12862,Patricia J. Wynne,,
A12863,Patricia J. Wyn,,
A12864,Jesse Younger,Jesse,Younger
A12865,Aurelius Battaglia,Aurelius,Battaglia
A12866,Jennifer Dewey,Jennifer,Dewey
A12867,Read,Read,
A12868,Vincent Andriani,Vincent,Andriani
A12869,Henrik Drescher,Henrik,Drescher
A12870,Robert Loren Fleming,Robert,Fleming
A12871,Ken Kimmelman,Ken,Kimmelman
A12872,Elspeth Murphy,Elspeth,Murphy
A12873,Jane E. Nelson,,
A12874,John Walsh,John,Walsh
A12875,Jonathan Frakes,Jonathan,Frakes
A12876,Nancy L. Mace,,
A12877,Peter V. Rabins,,
A12878,Terence,Terence,
A12879,Crider,Crider,
A12880,Bill,Bill,
A12881,Lee,Lee,
A12882,Wendi,Wendi,
A12883,Schumacher,Schumacher,
A12884,Ail,Ail,
A12885,Lazaris,Lazaris,
A12886,John Hollander,John,Hollander
A12887,Nancy Fairbanks,Nancy,Fairbanks
A12888,Andrew Carroll,Andrew,Carroll
A12889,Robert Kimmel Smith,Robert,Smith
A12890,George Sullivan,George,Sullivan
A12891,Emma Gelders Sterne,Emma,Sterne
A12892,Alton Raible,Alton,Raible
A12893,Richard Skinner,Richard,Skinner
A12894,Jason Moss,Jason,Moss
A12895,Jeffrey Kottler,Jeffrey,Kottler
A12896,Anton Chaitkin,Anton,Chaitkin
A12897,E .m. Delafield,,
A12898,E. M. Delafield,,
A12899,Arthur Watts,Arthur,Watts
A12900,Mary Borden,Mary,Borden
A12901,Elizabeth Foxwell,Elizabeth,Foxwell
A12902,Hamilton Crane,Hamilton,Crane
A12903,Lee Charles Kelley,Lee,Kelley
A12904,Frank Ferrell,Frank,Ferrell
A12905,Janet Ferrell,Janet,Ferrell
A12906,Edward Wakin,Edward,Wakin
A12907,Joan Embery,Joan,Embery
A12908,Steven H Silver,Steven,Silver
A12909,Gene Stratton Porter,Gene,Porter
A12910,Lori Marie Carlson,Lori,Carlson
A12911,M. C. Beaton,,
A12912,Carol Anne O'Marie,Carol,O'Marie
A12913,Gary Trudeau,Gary,Trudeau
A12914,Donald Carrick,Donald,Carrick
A12915,Lebbeus Woods,Lebbeus,Woods
A12916,Doreen Tovey,Doreen,Tovey
A12917,Jaqueline King,Jaqueline,King
A12918,Robert Ellsberg,Robert,Ellsberg
A12919,Ruth Teichroeb,Ruth,Teichroeb
A12920,Julie Nixon Eisenhower,Julie,Eisenhower
A12921,Lori Copeland,Lori,Copeland
A12922,Patricia Windsor,Patricia,Windsor
A12923,Norma Mazer,Norma,Mazer
A12924,Herbert Fensterheim Ph.d.,,
A12925,Jean Baer,Jean,Baer
A12926,Deborah Donnelly,Deborah,Donnelly
A12927,S. Gross,,
A12928,Dorie Byers,Dorie,Byers
A12929,Edward Ball,Edward,Ball
A12930,Laura Pedersen,Laura,Pedersen
A12931,Judith Fein,Judith,Fein
A12932,Eastman Kodak Company,Eastman,Company
A12933,Phyllis Rose,Phyllis,Rose
A12934,Jean Wickstrom Liles,Jean,Liles
A12935,Lisa A. Hooper,,
A12936,Richard Lockridge,Richard,Lockridge
A12937,Frances Lockridge,Frances,Lockridge
A12938,Francess Lin Lantz,Francess,Lantz
A12939,Tip O'Neill,Tip,O'Neill
A12940,Manuel J. Smith,,
A12941,Dick King-smith,Dick,King-smith
A12942,Kate Douglas Wiggin,Kate,Wiggin
A12943,Deborah G. Felder,,
A12944,B. B. Hiller,,
A12945,Stephen Krensky,Stephen,Krensky
A12946,F. M. Cornford,,
A12947,Jack Shepherd,Jack,Shepherd
A12948,Thomas Nelson Publishers,Thomas,Publishers
A12949,Hilary Knight,Hilary,Knight
A12950,William Stevenson,William,Stevenson
A12951,Charlotte Elkins,Charlotte,Elkins
A12952,Kenneth Giles,Kenneth,Giles
A12953,A. A. Fair,,
A12954,Laurel Robertson,Laurel,Robertson
A12955,David Wallechinsky,David,Wallechinsky
A12956,Frances Burnett,Frances,Burnett
A12957,Julie Harris,Julie,Harris
A12958,Farley Mowat,Farley,Mowat
A12959,Chuck Yeager,Chuck,Yeager
A12960,Charles Leerhsen,Charles,Leerhsen
A12961,Claire Tomalin,Claire,Tomalin
A12962,Amanda Brown,Amanda,Brown
A12963,Peter Sis,Peter,Sis
A12964,Kathryn Kenny,Kathryn,Kenny
A12965,Susan Feldmann,Susan,Feldmann
A12966,Charles E. Funk,,
A12967,Stewart Cowley,Stewart,Cowley
A12968,Susi Adams,Susi,Adams
A12969,Mark Saltzman,Mark,Saltzman
A12970,Douglas J. Rumford,,
A12971,Bill Hinds,Bill,Hinds
A12972,Sidonie­gabrielle Colette,Sidonie­gabrielle,Colette
A12973,Je,Je,
A12974,Boris Pasternak,Boris,Pasternak
A12975,Iris Rainer Dart,Iris,Dart
A12976,Christopher Sykes,Christopher,Sykes
A12977,John R. Neill,,
A12978,Sister Carol Anne O'Marie,Sister,O'Marie
A12979,Jackie French Koller,Jackie,Koller
A12980,Judith Mitchell,Judith,Mitchell
A12981,Mary Rodgers,Mary,Rodgers
A12982,Harold S. Kushner,,
A12983,Susan Allen Toth,Susan,Toth
A12984,Mignon Good Eberhart,Mignon,Eberhart
A12985,Judith Thurman,Judith,Thurman
A12986,Dorothy Law Nolte Ph.d.,,
A12987,Rachel Harris L.c.s.w. Ph,,
A12988,Josephinetey,Josephinetey,
A12989,Joshua Reynolds,Joshua,Reynolds
A12990,Pat Rogers,Pat,Rogers
A12991,Elizabeth Forsythe Hailey,Elizabeth,Hailey
A12992,Jim Lovell,Jim,Lovell
A12993,Barbara Bush,Barbara,Bush
A12994,Paul Greengrass,Paul,Greengrass
A12995,Clement C. Moore,,
A12996,Robin (,Robin,(
A12997,Anne Mccaffrey) Wood,Anne,Wood
A12998,William Sale Jr,William,Jr
A12999,Thomas T. Noguchi,,
A13000,Joseph Dimona,Joseph,Dimona
A13001,Leslie O'Kane,Leslie,O'Kane
A13002,W. Fezler,,
A13003,A. J. Russell,,
A13004,Don H Polston,Don,Polston
A13005,Michael Mitton,Michael,Mitton
A13006,Joel Martin,Joel,Martin
A13007,Michael Lowerbein,Michael,Lowerbein
A13008,Mikel Vause,Mikel,Vause
A13009,Peggy Fleming,Peggy,Fleming
A13010,Bert Stern,Bert,Stern
A13011,Helen Eustis,Helen,Eustis
A13012,John Shelby Spong,John,Spong
A13013,Brian Wilson,Brian,Wilson
A13014,Todd Gold,Todd,Gold
A13015,Mother Teresa,Mother,Teresa
A13016,Deborah Woodworth,Deborah,Woodworth
A13017,Louis Jambor,Louis,Jambor
A13018,Sansan,Sansan,
A13019,Nicola De Pulford,Nicola,Pulford
A13020,Hugh Fleetwood,Hugh,Fleetwood
A13021,Deborah Raney,Deborah,Raney
A13022,Arthur Lyons,Arthur,Lyons
A13023,Marcello Truzzi,Marcello,Truzzi
A13024,Joe Jackson,Joe,Jackson
A13025,William Burke Jr.,,
A13026,Gerald Durrell,Gerald,Durrell
A13027,Ralph Thompson,Ralph,Thompson
A13028,Stewart Farrar,Stewart,Farrar
A13029,Anthony Louis,Anthony,Louis
A13030,Ruth V. Ward,,
A13031,Ellen Cooney,Ellen,Cooney
A13032,Liz Jarrett,Liz,Jarrett
A13033,John Louis Anderson,John,Anderson
A13034,Bob Puhala,Bob,Puhala
A13035,Sally S. Wright,,
A13036,W. Allen Werneken,,
A13037,Harold S Kushner,Harold,Kushner
A13038,John Jay Osborn Jr,John,Jr
A13039,Christopher Phillips,Christopher,Phillips
A13040,Willa Sibert Cather,Willa,Cather
A13041,Jennifer Lee,Jennifer,Lee
A13042,Ann Howard Creel,Ann,Creel
A13043,Christopher D. Hudson,,
A13044,Veronica Mcbride,Veronica,Mcbride
A13045,Christine Tripp,Christine,Tripp
A13046,Joe Fellegy,Joe,Fellegy
A13047,Marie Evans,Marie,Evans
A13048,Ann Shakeshaft,Ann,Shakeshaft
A13049,Martha Vanceburg,Martha,Vanceburg
A13050,Mary Murray Delaney,Mary,Delaney
A13051,Jay Jennings,Jay,Jennings
A13052,Ashleigh Bryce Clayton,Ashleigh,Clayton
A13053,Howard Mohr,Howard,Mohr
A13054,John D. Seymour,,
A13055,Geoff Dyer,Geoff,Dyer
A13056,Hazelden Publishing,Hazelden,Publishing
A13057,Jesse Ventura,Jesse,Ventura
A13058,Douglas Brinkley,Douglas,Brinkley
A13059,Ming-dao Deng,Ming-dao,Deng
A13060,Ben Starnes,Ben,Starnes
A13061,Myron Miller,Myron,Miller
A13062,Rosemary Daniell,Rosemary,Daniell
A13063,Steve Gannon,Steve,Gannon
A13064,Valerie W. Wesley,,
A13065,Kathleen Barret,Kathleen,Barret
A13066,Tamela Hancock Murray,Tamela,Murray
A13067,Linda Lyle,Linda,Lyle
A13068,Christine Lynxwil,Christine,Lynxwil
A13069,Darwin Porter,Darwin,Porter
A13070,Danforth Prince,Danforth,Prince
A13071,Erri De Luca,Erri,Luca
A13072,Tony Potter,Tony,Potter
A13073,Mattie J. T. Stepanek,,
A13074,Anton Myrer,Anton,Myrer
A13075,Richard W. Chilson,,
A13076,Julian,Julian,
A13077,Sandra Gulland,Sandra,Gulland
A13078,Deborah Chiel,Deborah,Chiel
A13079,Jill Shalvis,Jill,Shalvis
A13080,Gerald Malcolm Durrell,Gerald,Durrell
A13081,Carter,Carter,
A13082,Matthew Strebe,Matthew,Strebe
A13083,Charles Perkins,Charles,Perkins
A13084,Lisa Donald,Lisa,Donald
A13085,Raymond Barnett,Raymond,Barnett
A13086,Aleksandr Isaevich Solzhenitsyn,Aleksandr,Solzhenitsyn
A13087,Thomas P. Whitney,,
A13088,Michelle M. Sagara,,
A13089,Bart Davis,Bart,Davis
A13090,Irving,Irving,
A13091,Matthew Mead,Matthew,Mead
A13092,Irwin Shaw,Irwin,Shaw
A13093,Robert Heinlein,Robert,Heinlein
A13094,Stanley Kubrick,Stanley,Kubrick
A13095,Beryl Markham,Beryl,Markham
A13096,Mary S. Lovell,,
A13097,Rigoberta Menchú,Rigoberta,Menchú
A13098,Elisabeth Burgos-debray,Elisabeth,Burgos-debray
A13099,Ann Wrigh,Ann,Wrigh
A13100,Anne Raeff,Anne,Raeff
A13101,Marina Picasso,Marina,Picasso
A13102,Zelig Pliskin,Zelig,Pliskin
A13103,Kate Walbert,Kate,Walbert
A13104,Dina Temple-raston,Dina,Temple-raston
A13105,John Dean,John,Dean
A13106,Susannah Heschel,Susannah,Heschel
A13107,Mark Epstein,Mark,Epstein
A13108,Betsy Reed,Betsy,Reed
A13109,Katha Pollitt,Katha,Pollitt
A13110,Louis De Bernières,Louis,Bernières
A13111,Stephen Lang,Stephen,Lang
A13112,Isobel Murray,Isobel,Murray
A13113,Library Of America,Library,America
A13114,Chiang Yee,Chiang,Yee
A13115,James T. Farrell,,
A13116,Mike Tidwell,Mike,Tidwell
A13117,Maureen Dean,Maureen,Dean
A13118,Michael Emmerich,Michael,Emmerich
A13119,W. Ralph Eubanks,,
A13120,John Mcafee,John,Mcafee
A13121,Geoffrey Giuliano,Geoffrey,Giuliano
A13122,Brenda Giuliano,Brenda,Giuliano
A13123,Abbas Milani,Abbas,Milani
A13124,Dawn Turner Trice,Dawn,Trice
A13125,Hortense Calisher,Hortense,Calisher
A13126,Daniel Gerroll,Daniel,Gerroll
A13127,Dawn Powell,Dawn,Powell
A13128,Grace Paley,Grace,Paley
A13129,Katherine Towler,Katherine,Towler
A13130,Michelle Passoff,Michelle,Passoff
A13131,Epicurus,Epicurus,
A13132,Dean R. Spitzer Ph.d.,,
A13133,Patricia Foster,Patricia,Foster
A13134,Pauli Murray,Pauli,Murray
A13135,Milton Steinberg,Milton,Steinberg
A13136,G. A. Mckevett,,
A13137,James M. Citrin,,
A13138,Richard Smith,Richard,Smith
A13139,Sarah Strohmeyer,Sarah,Strohmeyer
A13140,T. L. Gray,,
A13141,Anna Davis,Anna,Davis
A13142,Geralyn Dawson,Geralyn,Dawson
A13143,Scott Gray,Scott,Gray
A13144,Susan Andersen,Susan,Andersen
A13145,Dennis Boutsikaris,Dennis,Boutsikaris
A13146,Linda Markowiak,Linda,Markowiak
A13147,Campbell,Campbell,
A13148,Claudia Bishop,Claudia,Bishop
A13149,Kathleen Taylor,Kathleen,Taylor
A13150,Trish Jensen,Trish,Jensen
A13151,Mary Burton,Mary,Burton
A13152,Rebecca Price Janney,Rebecca,Janney
A13153,Kathleen Webb,Kathleen,Webb
A13154,Jennifer Drew,Jennifer,Drew
A13155,Barbara Dunlop,Barbara,Dunlop
A13156,Alex Matthews,Alex,Matthews
A13157,Wensley Clarkson,Wensley,Clarkson
A13158,William Flanagan,William,Flanagan
A13159,Aphrodite Jones,Aphrodite,Jones
A13160,James Neff,James,Neff
A13161,Winn,Winn,
A13162,Maggie Simpson,Maggie,Simpson
A13163,Eileen Fulton,Eileen,Fulton
A13164,Katherine Deauxville,Katherine,Deauxville
A13165,Ruth Ryan Langan,Ruth,Langan
A13166,Mariann,Mariann,
A13167,Sandy Steen,Sandy,Steen
A13168,Joan Kilby,Joan,Kilby
A13169,Jane Graves,Jane,Graves
A13170,Sheryl Lynn,Sheryl,Lynn
A13171,Jean Barrett,Jean,Barrett
A13172,Ann Voss Peterson,Ann,Peterson
A13173,Kathleen O'Brien,Kathleen,O'Brien
A13174,Patricia Potter,Patricia,Potter
A13175,Coerte V. W. Felske,,
A13176,Gini Hartzmark,Gini,Hartzmark
A13177,Iris Ranier Dart,Iris,Dart
A13178,Darlene Gardner,Darlene,Gardner
A13179,Dawn Atkins,Dawn,Atkins
A13180,Lori Wilde,Lori,Wilde
A13181,Susan Rogers Cooper,Susan,Cooper
A13182,W. Warren Wagar,,
A13183,Charles Lilly,Charles,Lilly
A13184,Melissa Lowell,Melissa,Lowell
A13185,Mel Gilden,Mel,Gilden
A13186,Darren Star,Darren,Star
A13187,K. T. Smith,,
A13188,Norma Johnston,Norma,Johnston
A13189,L. P. Hartley,,
A13190,J. Donald Crowley,,
A13191,L. R. Wright,,
A13192,Laurie Colwin,Laurie,Colwin
A13193,Margot Zemach,Margot,Zemach
A13194,Voltaire,Voltaire,
A13195,Mona Simpson,Mona,Simpson
A13196,Donald M. Epstein,,
A13197,Nathaniel Altman,Nathaniel,Altman
A13198,George Dawson,George,Dawson
A13199,Richard Glaubman,Richard,Glaubman
A13200,Suzanne Falter-barns,Suzanne,Falter-barns
A13201,Betty J. Kovacs,,
A13202,Sifu Judith Sherven,Sifu,Sherven
A13203,Jim Sniechowski,Jim,Sniechowski
A13204,Nancy Dunnan,Nancy,Dunnan
A13205,Mitchell Pacelle,Mitchell,Pacelle
A13206,Dan Cashman,Dan,Cashman
A13207,Donald E. Dekieffer,,
A13208,Kate Solisti-mattelon,Kate,Solisti-mattelon
A13209,Patrice Mattelon,Patrice,Mattelon
A13210,Sandra Burr,Sandra,Burr
A13211,Daniel D. Pearlman,,
A13212,Paula R. Pearlman,,
A13213,Mark H. Mccormack,,
A13214,Richard A.,,
A13215,M.d. Evans,,
A13216,Richard A. Evans M.d.,,
A13217,Paul E. Morin,,
A13218,Horst Rechelbacher,Horst,Rechelbacher
A13219,Jennifer Moses,Jennifer,Moses
A13220,Anna Johnson,Anna,Johnson
A13221,Abigail Van Buren,Abigail,Buren
A13222,Martin Prechtel,Martin,Prechtel
A13223,Mira Kamdar,Mira,Kamdar
A13224,Danny Fields,Danny,Fields
A13225,Kristin Sheldon,Kristin,Sheldon
A13226,Adrienne Eisen,Adrienne,Eisen
A13227,Caroline Harvey,Caroline,Harvey
A13228,Patricia J. Crane,,
A13229,Kenny Rose Butts,Kenny,Butts
A13230,Vladimir Chernozemsky,Vladimir,Chernozemsky
A13231,Carolyn Porter,Carolyn,Porter
A13232,Patti G. Fields,,
A13233,Adelheid Ohlig,Adelheid,Ohlig
A13234,Engelhard,Engelhard,
A13235,D. J. Brown,,
A13236,Lorena Mccourtney,Lorena,Mccourtney
A13237,Meg Tilly,Meg,Tilly
A13238,Bonnie Burnard,Bonnie,Burnard
A13239,Jerry J. Pollock,,
A13240,Trudy Baker,Trudy,Baker
A13241,Rachel Jones,Rachel,Jones
A13242,Laura Cunningham,Laura,Cunningham
A13243,Richard Hewitt,Richard,Hewitt
A13244,Barbara Finn Hewitt,Barbara,Hewitt
A13245,William Stuart Long,William,Long
A13246,Barry Yourgrau,Barry,Yourgrau
A13247,Josef Skvorecky,Josef,Skvorecky
A13248,Bruce R. Olson,,
A13249,Norah Robinson Lofts,Norah,Lofts
A13250,Carole L. Glickfeld,,
A13251,Laurel Doud,Laurel,Doud
A13252,Robert Donald Spector,Robert,Spector
A13253,Carol Hill,Carol,Hill
A13254,Natalya Reshetovskaya,Natalya,Reshetovskaya
A13255,G. S. Fraser,,
A13256,Arthur Roth,Arthur,Roth
A13257,J. J. Graham,,
A13258,Anatol Rapoport,Anatol,Rapoport
A13259,Harry Wu,Harry,Wu
A13260,George Vecsey,George,Vecsey
A13261,Ann Radcliffe,Ann,Radcliffe
A13262,Bonamy Dobrï¿1/2e,Bonamy,Dobrï¿1/2e
A13263,Terry Castle,Terry,Castle
A13264,Horace Walpole,Horace,Walpole
A13265,Connie Brockway,Connie,Brockway
A13266,Alexandra Blackstone,Alexandra,Blackstone
A13267,Michelle Brandon,Michelle,Brandon
A13268,Anna Deforest,Anna,Deforest
A13269,Jessica Douglass,Jessica,Douglass
A13270,Patricia Pellicane,Patricia,Pellicane
A13271,Elizabeth Chadwick,Elizabeth,Chadwick
A13272,Kathleen Harrington,Kathleen,Harrington
A13273,Gwen Cleary,Gwen,Cleary
A13274,Donna Stephens,Donna,Stephens
A13275,Jodi Thomas,Jodi,Thomas
A13276,Kathleen Kane,Kathleen,Kane
A13277,Frederick D. Huebner,,
A13278,Jacey Ford,Jacey,Ford
A13279,Ana Leigh,Ana,Leigh
A13280,Meryl Sawyer,Meryl,Sawyer
A13281,Jeanette Baker,Jeanette,Baker
A13282,Roxanne St. Claire,,
A13283,Erickson,Erickson,
A13284,Taylor Smith,Taylor,Smith
A13285,Bill Pronzini,Bill,Pronzini
A13286,Obrien,Obrien,
A13287,Taylor Janelle,Taylor,Janelle
A13288,Wilma S. Ross,,
A13289,S. Black,,
A13290,Christiane Heggan,Christiane,Heggan
A13291,Gloria Anzaldua,Gloria,Anzaldua
A13292,Mary Ann Mason,Mary,Mason
A13293,Jessie Lee Brown Foveaux,Jessie,Foveaux
A13294,Victor Martinez,Victor,Martinez
A13295,James Hilton,James,Hilton
A13296,Chris Collier,Chris,Collier
A13297,Paul Laurence Dunbar,Paul,Dunbar
A13298,Susie Bright,Susie,Bright
A13299,Mary Taylor Simeti,Mary,Simeti
A13300,Kenneth Krauss,Kenneth,Krauss
A13301,Laurie Graff,Laurie,Graff
A13302,Carla Wills-brandon,Carla,Wills-brandon
A13303,Heidi Julavits,Heidi,Julavits
A13304,Shirley Conran,Shirley,Conran
A13305,Michael Scholz-hansel,Michael,Scholz-hansel
A13306,Denise-p Cogny,Denise-p,Cogny
A13307,Alfred De Musset,Alfred,Musset
A13308,Anne Ubersfeld,Anne,Ubersfeld
A13309,Daniel Mesguich,Daniel,Mesguich
A13310,Stendhal,Stendhal,
A13311,Michel Crouzet,Michel,Crouzet
A13312,Jean De La Fontaine,Jean,Fontaine
A13313,Rosa Regas,Rosa,Regas
A13314,Pierre Choderlos De Laclos,Pierre,Laclos
A13315,Douglas Parmée,Douglas,Parmée
A13316,David Co,David,Co
A13317,Joseph Sheridan Le Fanu,Joseph,Fanu
A13318,Juan Marse,Juan,Marse
A13319,Nick Caistor,Nick,Caistor
A13320,Joan Hickson,Joan,Hickson
A13321,Jean-françois Revel,Jean-françois,Revel
A13322,Guido Waldman,Guido,Waldman
A13323,Kessel,Kessel,
A13324,Minne,Minne,
A13325,Claude Croisetière,Claude,Croisetière
A13326,France Leduc,France,Leduc
A13327,Robert J. Ray,,
A13328,Bill Roorbach,Bill,Roorbach
A13329,Natasha Wimm,Natasha,Wimm
A13330,Caroline Sharp,Caroline,Sharp
A13331,Josip Novakovich,Josip,Novakovich
A13332,Louis D. Rubin,,
A13333,Sheena Gillespie,Sheena,Gillespie
A13334,Robert Singleton,Robert,Singleton
A13335,Robert Becker,Robert,Becker
A13336,H. W. Fowler,,
A13337,Sir Ernest Gowers,Sir,Gowers
A13338,James N. Frey,,
A13339,Constance Hale,Constance,Hale
A13340,Julie Checkoway,Julie,Checkoway
A13341,Chicago Editorial Staff,Chicago,Staff
A13342,Rick Demarinis,Rick,Demarinis
A13343,Evan Marshall,Evan,Marshall
A13344,Carol Cartaino,Carol,Cartaino
A13345,Sheila Bender,Sheila,Bender
A13346,Carol Bly,Carol,Bly
A13347,Charles T. Brusaw,,
A13348,Michael Bugeja,Michael,Bugeja
A13349,Alan Lee,Alan,Lee
A13350,Helen Lane,Helen,Lane
A13351,Michael Turner,Michael,Turner
A13352,Chris Ware,Chris,Ware
A13353,Stanley Wells,Stanley,Wells
A13354,Ga,Ga,
A13355,Daphne Phelps,Daphne,Phelps
A13356,Denis Mack Smith,Denis,Smith
A13357,Charles Powers,Charles,Powers
A13358,Christina Pribicevic-zoric,Christina,Pribicevic-zoric
A13359,Michael Palin,Michael,Palin
A13360,Charles Palliser,Charles,Palliser
A13361,Peter Nadas,Peter,Nadas
A13362,Adrienne Dixon,Adrienne,Dixon
A13363,Russell Hoban,Russell,Hoban
A13364,Ismail Kadare,Ismail,Kadare
A13365,Danilo Kis,Danilo,Kis
A13366,Gary Krist,Gary,Krist
A13367,Marc Mccutcheon,Marc,Mccutcheon
A13368,Neil,Neil,
A13369,Carlson,Carlson,
A13370,K. C. (editor) - Intro By Clive Bar,,
A13371,Colleen Dora,Colleen,Dora
A13372,Malcolm,Malcolm,
A13373,Grace F. Edwards,,
A13374,Kathy Acker,Kathy,Acker
A13375,Jonathan Carroll,Jonathan,Carroll
A13376,Ellen Akins,Ellen,Akins
A13377,Kathleen Alcal,Kathleen,Alcal
A13378,Antonio Lobo Antunes,Antonio,Antunes
A13379,R. F. Laird,,
A13380,Ronald Wright,Ronald,Wright
A13381,Ron Chernow,Ron,Chernow
A13382,David Hackett Fischer,David,Fischer
A13383,Amir D. Aczel,,
A13384,George Reese,George,Reese
A13385,James Goodwill,James,Goodwill
A13386,Robert Eckstein,Robert,Eckstein
A13387,J. Steven Perry,,
A13388,O'Reilly Authors,O'Reilly,Authors
A13389,Sherry Yard,Sherry,Yard
A13390,Judith Kolberg,Judith,Kolberg
A13391,Kathleen Nadeau,Kathleen,Nadeau
A13392,Michele Novotni Phd,Michele,Phd
A13393,Randy Petersen,Randy,Petersen
A13394,Matthew Restall,Matthew,Restall
A13395,Leonard C. Lewin,,
A13396,Victor Navasky,Victor,Navasky
A13397,Laurence G. Boldt,,
A13398,Gavin Menzies,Gavin,Menzies
A13399,Frederick Taylor,Frederick,Taylor
A13400,Patrick K. O'Donnell,,
A13401,Hugh Thomson,Hugh,Thomson
A13402,Robert M. Sapolsky,,
A13403,Elaine Pagels,Elaine,Pagels
A13404,Karen Elizabeth Gordon,Karen,Gordon
A13405,Ilan Stavans,Ilan,Stavans
A13406,John Coyne,John,Coyne
A13407,Joni Seager,Joni,Seager
A13408,Daniel G. Amen,,
A13409,Edward M. Hallowell,,
A13410,John J. Ratey,,
A13411,Jonathan Halverstadt,Jonathan,Halverstadt
A13412,Daniel Amen,Daniel,Amen
A13413,Richard Bandler,Richard,Bandler
A13414,Peggy Ramundo,Peggy,Ramundo
A13415,Gabor Mate,Gabor,Mate
A13416,Kathleen G. Nadeu,,
A13417,Lynn Weiss,Lynn,Weiss
A13418,Margaret Weiss,Margaret,Weiss
A13419,Lily Trokenberg Hechtman,Lily,Hechtman
A13420,Gabrielle,Gabrielle,
A13421,Sari Solden,Sari,Solden
A13422,Lisa Lipkin,Lisa,Lipkin
A13423,Peter Jaksa,Peter,Jaksa
A13424,Senator Paul Wellstone,Senator,Wellstone
A13425,Sue Boggio,Sue,Boggio
A13426,Mare Pearl,Mare,Pearl
A13427,Scott Westerfeld,Scott,Westerfeld
A13428,Manuel Komrof,Manuel,Komrof
A13429,Ronald Wilks,Ronald,Wilks
A13430,Lisa Sandlin,Lisa,Sandlin
A13431,Constance Urdang,Constance,Urdang
A13432,Linda Jaivin,Linda,Jaivin
A13433,Susan Kay,Susan,Kay
A13434,Christoph Ransmayr,Christoph,Ransmayr
